N,T,Total_T
103900,34,2908458
104000,24,2911285
104100,37,2914149
104200,26,2917151
104300,22,2919964
104400,26,2923080
104500,26,2926008
104600,19,2928537
104700,31,2931557
104800,36,2934422
104900,41,2937504
105000,18,2940567
105100,25,2943357
105200,29,2946396
105300,41,2949242
105400,34,2952033
105500,33,2955061
105600,27,2957921
105700,23,2960600
105800,21,2963520
105900,26,2966353
106000,25,2969301
106100,32,2972317
106200,27,2975237
106300,35,2978311
106400,27,2981464
106500,16,2984361
106600,31,2987032
106700,36,2989737
106800,18,2992345
106900,18,2995100
107000,30,2997938
107100,30,3000690
107200,18,3003545
107300,44,3006322
107400,24,3009483
107500,32,3012449
107600,19,3015433
107700,21,3018171
107800,19,3021059
107900,34,3024033
108000,36,3026914
108100,27,3031320
108200,29,3034244
108300,35,3037131
108400,30,3039991
108500,26,3043038
108600,24,3046025
108700,24,3048794
108800,38,3051604
108900,26,3054520
109000,19,3057425
109100,20,3060247
109200,25,3062834
109300,32,3065962
109400,30,3068740
109500,30,3071643
109600,18,3074663
109700,17,3077659
109800,20,3080169
109900,30,3083025
110000,36,3086097
110100,20,3089515
110200,26,3092481
110300,37,3095148
110400,28,3098217
110500,27,3101106
110600,28,3104500
110700,32,3107274
110800,19,3109816
110900,25,3112335
111000,24,3115002
111100,33,3117907
111200,24,3120629
111300,40,3123473
111400,25,3126544
111500,26,3129503
111600,20,3132793
111700,20,3135596
111800,29,3138362
111900,26,3141260
112000,24,3144123
112100,21,3147075
112200,27,3150023
112300,42,3152959
112400,25,3156013
112500,34,3158925
112600,34,3161932
112700,41,3165090
112800,25,3167937
112900,18,3170767
113000,26,3173598
113100,22,3176474
113200,19,3179344
113300,20,3181848
113400,21,3184992
113500,30,3187925
113600,26,3190979
113700,21,3193996
113800,26,3196859
113900,27,3199778
114000,21,3202860
114100,27,3205888
114200,35,3208834
114300,42,3211797
114400,27,3214695
114500,28,3218227
114600,27,3221322
114700,33,3224354
114800,20,3227074
114900,21,3229799
115000,36,3232613
115100,25,3235570
115200,23,3238484
115300,35,3241199
115400,18,3244221
115500,24,3247035
115600,24,3249738
115700,27,3252648
115800,24,3255652
115900,31,3258629
116000,25,3261748
116100,19,3264438
116200,26,3267413
116300,25,3270148
116400,21,3273107
116500,24,3276088
116600,25,3278707
116700,32,3281388
116800,24,3284199
116900,19,3287050
117000,25,3289906
117100,24,3292704
117200,24,3295701
117300,28,3298427
117400,27,3301209
117500,31,3304348
117600,32,3307161
117700,34,3310103
117800,25,3313261
117900,32,3315986
118000,34,3318837
118100,25,3321810
118200,29,3324684
118300,32,3327727
118400,26,3330795
118500,31,3333727
118600,26,3337760
118700,35,3340719
118800,17,3344142
118900,34,3347066
119000,26,3349787
119100,32,3352528
119200,30,3355309
119300,29,3358289
119400,29,3360946
119500,25,3363886
119600,20,3366603
119700,41,3369831
119800,33,3373098
119900,32,3375887
120000,30,3378674
120100,20,3381688
120200,20,3384793
120300,36,3387872
120400,31,3390955
120500,27,3393812
120600,20,3397004
120700,34,3400294
120800,26,3403336
120900,18,3406324
121000,34,3409293
121100,25,3412149
121200,30,3415187
121300,28,3418048
121400,36,3421026
121500,32,3423774
121600,35,3426710
121700,28,3429397
121800,21,3432238
121900,25,3435161
122000,19,3438004
122100,38,3440937
122200,26,3443959
122300,37,3446967
122400,46,3450081
122500,24,3453140
122600,27,3456142
122700,26,3459189
122800,22,3462104
122900,38,3464992
123000,31,3467882
123100,37,3470810
123200,25,3473521
123300,25,3476360
123400,29,3479335
123500,30,3482022
123600,29,3484856
123700,25,3487693
123800,30,3490488
123900,27,3493399
124000,30,3496603
124100,25,3499657
124200,19,3502339
124300,36,3505569
124400,32,3508566
124500,24,3511469
124600,27,3514571
124700,41,3517702
124800,26,3520880
124900,31,3523888
125000,19,3526850
125100,25,3529558
125200,19,3532631
125300,34,3535262
125400,26,3538332
125500,26,3541425
125600,27,3544346
125700,28,3547636
125800,28,3550705
125900,39,3553763
126000,27,3556744
126100,21,3559653
126200,37,3562621
126300,36,3565494
126400,28,3568644
126500,21,3571701
126600,21,3574601
126700,29,3577655
126800,27,3580645
126900,35,3583935
127000,18,3586963
127100,31,3589624
127200,30,3592488
127300,20,3595492
127400,21,3598449
127500,20,3601664
127600,25,3604635
127700,27,3607678
127800,33,3610794
127900,27,3613927
128000,30,3616845
128100,21,3619527
128200,20,3622360
128300,43,3625348
128400,31,3628512
128500,23,3631850
128600,27,3634956
128700,48,3637887
128800,32,3641126
128900,20,3644420
129000,29,3647391
129100,26,3650592
129200,29,3653443
129300,26,3656496
129400,27,3659582
129500,47,3662696
129600,36,3665708
129700,25,3668720
129800,27,3671745
129900,28,3674679
130000,27,3677885
130100,28,3681067
130200,23,3684054
130300,38,3687261
130400,22,3690513
130500,28,3693644
130600,22,3696812
130700,33,3699907
130800,33,3703162
130900,26,3706368
131000,24,3709475
131100,28,3712627
131200,21,3715299
131300,23,3717966
131400,16,3720407
131500,18,3722785
131600,16,3725354
131700,23,3727973
131800,30,3730896
131900,29,3733690
132000,23,3736430
132100,22,3739379
132200,23,3741926
132300,22,3744266
132400,23,3746964
132500,29,3749717
132600,26,3752783
132700,24,3755357
132800,28,3758262
132900,18,3760984
133000,18,3763787
133100,26,3766875
133200,16,3769573
133300,31,3772083
133400,16,3774630
133500,26,3777112
133600,26,3779760
133700,25,3782275
133800,30,3784870
133900,17,3787518
134000,27,3790482
134100,25,3793403
134200,17,3796270
134300,25,3799141
134400,16,3801914
134500,24,3804500
134600,25,3807288
134700,19,3810158
134800,25,3812928
134900,31,3816123
135000,30,3819197
135100,35,3822061
135200,21,3824870
135300,17,3827612
135400,19,3830333
135500,23,3832996
135600,27,3835934
135700,17,3838642
135800,31,3841168
135900,27,3843861
136000,33,3846563
136100,25,3849397
136200,23,3852400
136300,35,3855175
136400,23,3857981
136500,19,3860713
136600,19,3863810
