N,T,Total_T
126500,137,17283425
126600,137,17299285
126700,176,17315894
126800,151,17332463
126900,175,17349858
127000,110,17366628
127100,149,17379774
127200,128,17393564
127300,124,17407623
127400,136,17422251
127500,125,17437831
127600,138,17451952
127700,151,17466911
127800,151,17482419
127900,164,17498347
128000,98,17515500
128100,138,17529192
128200,138,17544191
128300,149,17559621
128400,138,17575505
128500,177,17592389
128600,149,17607685
128700,179,17624005
128800,139,17640775
128900,151,17657903
129000,177,17675610
129100,138,17690479
129200,139,17705239
129300,139,17720798
129400,161,17736462
129500,175,17752826
129600,125,17768711
129700,150,17784531
129800,138,17801506
129900,176,17818134
130000,161,17835727
130100,149,17852293
130200,150,17868157
130300,190,17885247
130400,147,17901714
130500,165,17919217
130600,152,17936609
130700,165,17953785
130800,178,17971797
130900,178,17989575
131000,190,18008294
131100,73,18024306
131200,47,18032292
131300,86,18040804
131400,73,18049575
131500,98,18059001
131600,59,18069169
131700,98,18078099
131800,99,18087890
131900,110,18098095
132000,88,18108751
132100,60,18120428
132200,86,18129010
132300,101,18138779
132400,85,18148973
132500,98,18159535
132600,126,18171286
132700,112,18181281
132800,85,18192349
132900,98,18203782
133000,100,18215643
133100,136,18228327
133200,72,18237786
133300,100,18247371
133400,88,18257666
133500,124,18268208
133600,100,18279343
133700,86,18289869
133800,98,18300561
133900,97,18312293
134000,111,18323788
134100,124,18336146
134200,99,18347511
134300,112,18358169
134400,71,18370081
134500,111,18381154
134600,113,18393494
134700,111,18405688
134800,100,18417630
134900,138,18430509
135000,124,18443055
135100,155,18456681
135200,60,18469122
135300,74,18478355
135400,98,18488287
135500,98,18498324
135600,97,18509135
135700,85,18520516
135800,111,18530914
135900,127,18542029
136000,84,18553590
136100,112,18565483
136200,72,18578387
136300,111,18588437
136400,99,18599507
136500,113,18610990
136600,114,18623921
136700,156,18637076
136800,98,18648303
136900,113,18660594
137000,111,18673335
137100,126,18686581
137200,140,18700666
137300,99,18711218
137400,111,18722176
137500,112,18733739
137600,84,18745654
137700,126,18758048
137800,98,18769781
137900,125,18781863
138000,99,18795095
138100,136,18807965
138200,137,18821703
138300,125,18834299
138400,99,18846259
138500,100,18859362
138600,125,18871881
138700,137,18885602
138800,113,18899141
138900,125,18912361
139000,149,18926672
139100,152,18940485
139200,126,18955514
139300,75,18968618
139400,73,18977881
139500,114,18987912
139600,85,18997972
139700,113,19008839
